movie,similar_movie
"Cry in the Dark, A ",Honey (Miele) 
Batman: Mask of the Phantasm ,Pokémon the Movie 2000 
Batman: Mask of the Phantasm ,Dragon ball Z 04: Lord Slug 
Batman: Mask of the Phantasm ,Care Bears Movie II: A New Generation 
Batman: Mask of the Phantasm ,101 Dalmatians II: Patch's London Adventure 
Batman: Mask of the Phantasm ,Kung Fu Panda: Secrets of the Masters 
American Flyers ,French Lieutenant's Woman
American Flyers ,Camera Buff (Amator) 
American Flyers ,Children Are Watching Us
American Flyers ,Return of Martin Guerre
American Flyers ,Honey (Miele) 
"Star Is Born, A ",French Lieutenant's Woman
"Star Is Born, A ",Camera Buff (Amator) 
"Star Is Born, A ",Children Are Watching Us
"Star Is Born, A ",Return of Martin Guerre
"Star Is Born, A ",Honey (Miele) 
Pacific Heights ,Rear Window 
Pacific Heights ,Obsession 
Pacific Heights ,The Wailing 
Pacific Heights ,Enemy 
Pacific Heights ,Memento 
"Draughtsman's Contract, The ",French Lieutenant's Woman
"Draughtsman's Contract, The ",Camera Buff (Amator) 
"Draughtsman's Contract, The ",Children Are Watching Us
"Draughtsman's Contract, The ",Return of Martin Guerre
"Draughtsman's Contract, The ",Honey (Miele) 
"Zed & Two Noughts, A ",French Lieutenant's Woman
"Zed & Two Noughts, A ",Camera Buff (Amator) 
"Zed & Two Noughts, A ",Children Are Watching Us
"Zed & Two Noughts, A ",Return of Martin Guerre
"Zed & Two Noughts, A ",Honey (Miele) 
Woman in the Dunes (Suna no onna) ,French Lieutenant's Woman
Woman in the Dunes (Suna no onna) ,Camera Buff (Amator) 
Woman in the Dunes (Suna no onna) ,Children Are Watching Us
Woman in the Dunes (Suna no onna) ,Return of Martin Guerre
Woman in the Dunes (Suna no onna) ,Honey (Miele) 
Down to You ,I'll Be Home For Christmas 
Down to You ,Guru
Down to You ,Hard Promises 
Down to You ,40 Days and 40 Nights 
Down to You ,10 
"Odessa File, The ",Return to Sender 
"Odessa File, The ",Torn Curtain 
"Odessa File, The ",Cop 
"Odessa File, The ",Hideaway 
"Odessa File, The ",Swimfan 
Where the Buffalo Roam ,Andrew Dice Clay: Dice Rules 
Where the Buffalo Roam ,Night Shift 
Where the Buffalo Roam ,Joe Dirt 2: Beautiful Loser 
Where the Buffalo Roam ,I'm Starting From Three (Ricomincio da Tre) 
Where the Buffalo Roam ,My Boyfriend's Back 
Eye of the Beholder ,Return to Sender 
Eye of the Beholder ,Torn Curtain 
Eye of the Beholder ,Cop 
Eye of the Beholder ,Hideaway 
Eye of the Beholder ,Swimfan 
"Big Tease, The ",Andrew Dice Clay: Dice Rules 
"Big Tease, The ",Night Shift 
"Big Tease, The ",Joe Dirt 2: Beautiful Loser 
"Big Tease, The ",I'm Starting From Three (Ricomincio da Tre) 
"Big Tease, The ",My Boyfriend's Back 
"Cup, The (Phörpa) ",Andrew Dice Clay: Dice Rules 
"Cup, The (Phörpa) ",Night Shift 
"Cup, The (Phörpa) ",Joe Dirt 2: Beautiful Loser 
"Cup, The (Phörpa) ",I'm Starting From Three (Ricomincio da Tre) 
"Cup, The (Phörpa) ",My Boyfriend's Back 
Encino Man ,Andrew Dice Clay: Dice Rules 
Encino Man ,Night Shift 
Encino Man ,Joe Dirt 2: Beautiful Loser 
Encino Man ,I'm Starting From Three (Ricomincio da Tre) 
Encino Man ,My Boyfriend's Back 
"Goodbye Girl, The ",I'll Be Home For Christmas 
"Goodbye Girl, The ",Guru
"Goodbye Girl, The ",Hard Promises 
"Goodbye Girl, The ",40 Days and 40 Nights 
"Goodbye Girl, The ",10 
Malcolm X ,French Lieutenant's Woman
Malcolm X ,Camera Buff (Amator) 
Malcolm X ,Children Are Watching Us
Malcolm X ,Return of Martin Guerre
Malcolm X ,Honey (Miele) 
Sister Act ,Ordinary Decent Criminal 
Sister Act ,Bad Santa 
Sister Act ,Jane Austen's Mafia! 
Sister Act ,Horrible Bosses 
Sister Act ,Delhi Belly 
Sister Act 2: Back in the Habit ,Andrew Dice Clay: Dice Rules 
Sister Act 2: Back in the Habit ,Night Shift 
Sister Act 2: Back in the Habit ,Joe Dirt 2: Beautiful Loser 
Sister Act 2: Back in the Habit ,I'm Starting From Three (Ricomincio da Tre) 
Sister Act 2: Back in the Habit ,My Boyfriend's Back 
"Hand That Rocks the Cradle, The ",The Perfect Guy 
"Hand That Rocks the Cradle, The ",Niagara 
"Hand That Rocks the Cradle, The ",First Snow 
"Hand That Rocks the Cradle, The ",Firm
"Hand That Rocks the Cradle, The ",Bad Education (La mala educación) 
Alive ,French Lieutenant's Woman
Alive ,Camera Buff (Amator) 
Alive ,Children Are Watching Us
Alive ,Return of Martin Guerre
Alive ,Honey (Miele) 
Agnes of God ,Klute 
Agnes of God ,Smiley's People 
Agnes of God ,Buster's Mal Heart 
Agnes of God ,Anatomy of a Murder 
Agnes of God ,Birth 
Scent of a Woman ,French Lieutenant's Woman
Scent of a Woman ,Camera Buff (Amator) 
Scent of a Woman ,Children Are Watching Us
Scent of a Woman ,Return of Martin Guerre
Scent of a Woman ,Honey (Miele) 
Wayne's World ,Andrew Dice Clay: Dice Rules 
Wayne's World ,Night Shift 
Wayne's World ,Joe Dirt 2: Beautiful Loser 
Wayne's World ,I'm Starting From Three (Ricomincio da Tre) 
Wayne's World ,My Boyfriend's Back 
Wayne's World 2 ,Andrew Dice Clay: Dice Rules 
Wayne's World 2 ,Night Shift 
Wayne's World 2 ,Joe Dirt 2: Beautiful Loser 
Wayne's World 2 ,I'm Starting From Three (Ricomincio da Tre) 
Wayne's World 2 ,My Boyfriend's Back 
"League of Their Own, A ",My Father the Hero (Mon père
"League of Their Own, A ",Miracle on 34th Street 
"League of Their Own, A ",Mrs. Doubtfire 
"League of Their Own, A ",Liberal Arts 
"League of Their Own, A ",Mental 
Patriot Games ,Assault on Precinct 13 
Patriot Games ,Ninja 
Patriot Games ,Léon: The Professional (a.k.a. The Professional) (Léon) 
Patriot Games ,Point Blank 
Patriot Games ,Dark Blue 
"Bodyguard, The ",Original Sin 
"Bodyguard, The ",Human Stain
"Bodyguard, The ",Wicker Park 
"Bodyguard, The ",Revenge 
Death Becomes Her ,Drop Dead Fred 
Death Becomes Her ,Icicle Thief
Death Becomes Her ,Evan Almighty 
Death Becomes Her ,Reckless 
Far and Away ,Mutiny on the Bounty 
Far and Away ,Robin and Marian 
Far and Away ,Bronco Billy 
Far and Away ,Agora 
Far and Away ,Blue Lagoon
Howards End ,French Lieutenant's Woman
Howards End ,Camera Buff (Amator) 
Howards End ,Children Are Watching Us
Howards End ,Return of Martin Guerre
Howards End ,Honey (Miele) 
Singles ,Jalla! Jalla! 
Singles ,Terminal
Singles ,10 Items or Less 
Singles ,For Roseanna (Roseanna's Grave) 
Singles ,Cooler
Twin Peaks: Fire Walk with Me ,Girl with the Dragon Tattoo
Twin Peaks: Fire Walk with Me ,Kiss the Girls 
Twin Peaks: Fire Walk with Me ,Tell No One (Ne le dis à personne) 
Twin Peaks: Fire Walk with Me ,Spanish Prisoner
Twin Peaks: Fire Walk with Me ,Memories of Murder (Salinui chueok) 
White Men Can't Jump ,My Father the Hero (Mon père
White Men Can't Jump ,Miracle on 34th Street 
White Men Can't Jump ,Mrs. Doubtfire 
White Men Can't Jump ,Liberal Arts 
White Men Can't Jump ,Mental 
Buffy the Vampire Slayer ,Dead Snow 2: Red vs. Dead  
Buffy the Vampire Slayer ,Zombeavers 
Buffy the Vampire Slayer ,Zombieland 
Buffy the Vampire Slayer ,Scouts Guide to the Zombie Apocalypse 
Hard-Boiled (Lat sau san taam) ,Assault on Precinct 13 
Hard-Boiled (Lat sau san taam) ,Ninja 
Hard-Boiled (Lat sau san taam) ,Léon: The Professional (a.k.a. The Professional) (Léon) 
Hard-Boiled (Lat sau san taam) ,Point Blank 
Hard-Boiled (Lat sau san taam) ,Dark Blue 
Man Bites Dog (C'est arrivé près de chez vous) ,Informant!
Man Bites Dog (C'est arrivé près de chez vous) ,Party Monster 
Man Bites Dog (C'est arrivé près de chez vous) ,Confessions of a Dangerous Mind 
Man Bites Dog (C'est arrivé près de chez vous) ,Leaves of Grass 
Man Bites Dog (C'est arrivé près de chez vous) ,Fargo 
"Mariachi, El ",Red Hill 
"Mariachi, El ",Slow West 
"Mariachi, El ",Quick and the Dead
"Mariachi, El ",3:10 to Yuma 
Stop! Or My Mom Will Shoot ,Ride Along 2 
Stop! Or My Mom Will Shoot ,Let the Bullets Fly 
Stop! Or My Mom Will Shoot ,City Heat 
Stop! Or My Mom Will Shoot ,Hard Ticket to Hawaii 
Forever Young ,Another Earth 
Forever Young ,Upside Down 
Forever Young ,Never Let Me Go 
Forever Young ,Miracle Mile 
Forever Young ,Solaris 
"Cutting Edge, The ",Jalla! Jalla! 
"Cutting Edge, The ",Terminal
"Cutting Edge, The ",10 Items or Less 
"Cutting Edge, The ",For Roseanna (Roseanna's Grave) 
"Cutting Edge, The ",Cooler
Of Mice and Men ,French Lieutenant's Woman
Of Mice and Men ,Camera Buff (Amator) 
Of Mice and Men ,Children Are Watching Us
Of Mice and Men ,Return of Martin Guerre
Of Mice and Men ,Honey (Miele) 
Bad Lieutenant ,Irrational Man 
Bad Lieutenant ,Mean Streets 
Bad Lieutenant ,Pride and Glory 
Bad Lieutenant ,Felon 
Bad Lieutenant ,Godfather
Scream 3 ,Dead End 
Scream 3 ,Scream 4 
Scream 3 ,Scream 2 
Scream 3 ,Killer Movie 
Single White Female ,The Perfect Guy 
Single White Female ,Niagara 
Single White Female ,First Snow 
Single White Female ,Firm
Single White Female ,Bad Education (La mala educación) 
"Boondock Saints, The ",Assault on Precinct 13 
"Boondock Saints, The ",Ninja 
"Boondock Saints, The ",Léon: The Professional (a.k.a. The Professional) (Léon) 
"Boondock Saints, The ",Point Blank 
"Boondock Saints, The ",Dark Blue 
Gun Shy ,Andrew Dice Clay: Dice Rules 
Gun Shy ,Night Shift 
Gun Shy ,Joe Dirt 2: Beautiful Loser 
Gun Shy ,I'm Starting From Three (Ricomincio da Tre) 
Gun Shy ,My Boyfriend's Back 
"Baby, The ",Eyes Without a Face (Yeux sans visage
"Baby, The ",Black Sabbath (Tre volti della paura
"Baby, The ",Loved Ones
"Baby, The ",Lord of Illusions 
"Baby, The ",Bones 
"Brandon Teena Story, The ",Dancemaker 
"Brandon Teena Story, The ",Regret to Inform 
"Brandon Teena Story, The ",Little Dieter Needs to Fly 
"Brandon Teena Story, The ",First Position 
"Brandon Teena Story, The ",Amanda Knox 
Minnie and Moskowitz ,Tournament
Minnie and Moskowitz ,Best of the Best 3: No Turning Back 
Minnie and Moskowitz ,Ip Man 2 
Minnie and Moskowitz ,Hunted
Minnie and Moskowitz ,Lionheart 
They Might Be Giants ,Radioland Murders 
They Might Be Giants ,Daytrippers
They Might Be Giants ,Plain Clothes 
They Might Be Giants ,Apartment
"Beach, The ",Snow Walker
"Beach, The ",Fitzcarraldo 
"Beach, The ",White Hunter
"Beach, The ",Walkabout 
"Beach, The ",Bounty
Snow Day ,Andrew Dice Clay: Dice Rules 
Snow Day ,Night Shift 
Snow Day ,Joe Dirt 2: Beautiful Loser 
Snow Day ,I'm Starting From Three (Ricomincio da Tre) 
Snow Day ,My Boyfriend's Back 
"Tigger Movie, The ",Pokémon the Movie 2000 
"Tigger Movie, The ",Dragon ball Z 04: Lord Slug 
"Tigger Movie, The ",Care Bears Movie II: A New Generation 
"Tigger Movie, The ",101 Dalmatians II: Patch's London Adventure 
"Tigger Movie, The ",Kung Fu Panda: Secrets of the Masters 
Not One Less (Yi ge dou bu neng shao) ,French Lieutenant's Woman
Not One Less (Yi ge dou bu neng shao) ,Camera Buff (Amator) 
Not One Less (Yi ge dou bu neng shao) ,Children Are Watching Us
Not One Less (Yi ge dou bu neng shao) ,Return of Martin Guerre
Not One Less (Yi ge dou bu neng shao) ,Honey (Miele) 
Eaten Alive ,Eyes Without a Face (Yeux sans visage
Eaten Alive ,Black Sabbath (Tre volti della paura
Eaten Alive ,Loved Ones
Eaten Alive ,Lord of Illusions 
Eaten Alive ,Bones 
Raining Stones ,French Lieutenant's Woman
Raining Stones ,Camera Buff (Amator) 
Raining Stones ,Children Are Watching Us
Raining Stones ,Return of Martin Guerre
Raining Stones ,Honey (Miele) 
To Sir with Love ,French Lieutenant's Woman
To Sir with Love ,Camera Buff (Amator) 
To Sir with Love ,Children Are Watching Us
To Sir with Love ,Return of Martin Guerre
To Sir with Love ,Honey (Miele) 
Boiler Room ,Citizen X 
Boiler Room ,Cleanskin 
Boiler Room ,Perfect World
Boiler Room ,Anything for Her (Pour elle) 
Hanging Up ,My Father the Hero (Mon père
Hanging Up ,Miracle on 34th Street 
Hanging Up ,Mrs. Doubtfire 
Hanging Up ,Liberal Arts 
Hanging Up ,Mental 
Pitch Black ,Under the Skin 
Pitch Black ,Mimic 
Pitch Black ,Apollo 18 
Pitch Black ,Signal
Pitch Black ,Event Horizon 
"Whole Nine Yards, The ",Ordinary Decent Criminal 
"Whole Nine Yards, The ",Bad Santa 
"Whole Nine Yards, The ",Jane Austen's Mafia! 
"Whole Nine Yards, The ",Horrible Bosses 
"Whole Nine Yards, The ",Delhi Belly 
Beautiful People ,Andrew Dice Clay: Dice Rules 
Beautiful People ,Night Shift 
Beautiful People ,Joe Dirt 2: Beautiful Loser 
Beautiful People ,I'm Starting From Three (Ricomincio da Tre) 
Beautiful People ,My Boyfriend's Back 
Black Tar Heroin: The Dark End of the Street ,Dancemaker 
Black Tar Heroin: The Dark End of the Street ,Regret to Inform 
Black Tar Heroin: The Dark End of the Street ,Little Dieter Needs to Fly 
Black Tar Heroin: The Dark End of the Street ,First Position 
Black Tar Heroin: The Dark End of the Street ,Amanda Knox 
"Circus, The ",Andrew Dice Clay: Dice Rules 
"Circus, The ",Night Shift 
"Circus, The ",Joe Dirt 2: Beautiful Loser 
"Circus, The ",I'm Starting From Three (Ricomincio da Tre) 
"Circus, The ",My Boyfriend's Back 
City Lights ,Jalla! Jalla! 
City Lights ,Terminal
City Lights ,10 Items or Less 
City Lights ,For Roseanna (Roseanna's Grave) 
City Lights ,Cooler
"Flamingo Kid, The ",My Father the Hero (Mon père
"Flamingo Kid, The ",Miracle on 34th Street 
"Flamingo Kid, The ",Mrs. Doubtfire 
"Flamingo Kid, The ",Liberal Arts 
"Flamingo Kid, The ",Mental 
"Kid, The ",My Father the Hero (Mon père
"Kid, The ",Miracle on 34th Street 
"Kid, The ",Mrs. Doubtfire 
"Kid, The ",Liberal Arts 
"Kid, The ",Mental 
Class Reunion ,Andrew Dice Clay: Dice Rules 
Class Reunion ,Night Shift 
Class Reunion ,Joe Dirt 2: Beautiful Loser 
Class Reunion ,I'm Starting From Three (Ricomincio da Tre) 
Class Reunion ,My Boyfriend's Back 
Happy Go Lovely ,Moonwalker 
Happy Go Lovely ,Gypsy 
Happy Go Lovely ,Gold Diggers of 1933 
Happy Go Lovely ,Tommy 
Happy Go Lovely ,Broadway Melody
Reindeer Games ,River Wild
Reindeer Games ,Collateral Damage 
Reindeer Games ,Driven 
Reindeer Games ,In the Line of Fire 
Reindeer Games ,Nick of Time 
Wonder Boys ,My Father the Hero (Mon père
Wonder Boys ,Miracle on 34th Street 
Wonder Boys ,Mrs. Doubtfire 
Wonder Boys ,Liberal Arts 
Wonder Boys ,Mental 
Chain of Fools ,Ordinary Decent Criminal 
Chain of Fools ,Bad Santa 
Chain of Fools ,Jane Austen's Mafia! 
Chain of Fools ,Horrible Bosses 
Chain of Fools ,Delhi Belly 
Drowning Mona ,Andrew Dice Clay: Dice Rules 
Drowning Mona ,Night Shift 
Drowning Mona ,Joe Dirt 2: Beautiful Loser 
Drowning Mona ,I'm Starting From Three (Ricomincio da Tre) 
Drowning Mona ,My Boyfriend's Back 
"Next Best Thing, The ",My Father the Hero (Mon père
"Next Best Thing, The ",Miracle on 34th Street 
"Next Best Thing, The ",Mrs. Doubtfire 
"Next Best Thing, The ",Liberal Arts 
"Next Best Thing, The ",Mental 
What Planet Are You From? ,Space Truckers 
What Planet Are You From? ,Freaked 
What Planet Are You From? ,Zapped! 
What Planet Are You From? ,Frequently Asked Questions About Time Travel 
What Planet Are You From? ,Man in the White Suit
Beyond the Mat ,Dancemaker 
Beyond the Mat ,Regret to Inform 
Beyond the Mat ,Little Dieter Needs to Fly 
Beyond the Mat ,First Position 
Beyond the Mat ,Amanda Knox 
Ghost Dog: The Way of the Samurai ,Irrational Man 
Ghost Dog: The Way of the Samurai ,Mean Streets 
Ghost Dog: The Way of the Samurai ,Pride and Glory 
Ghost Dog: The Way of the Samurai ,Felon 
Ghost Dog: The Way of the Samurai ,Godfather
The Year My Voice Broke ,Crazy/Beautiful 
The Year My Voice Broke ,Memoirs of a Geisha 
The Year My Voice Broke ,To Gillian on Her 37th Birthday 
The Year My Voice Broke ,Beautiful Thing 
The Year My Voice Broke ,Girl on the Bridge
Splendor in the Grass ,Crazy/Beautiful 
Splendor in the Grass ,Memoirs of a Geisha 
Splendor in the Grass ,To Gillian on Her 37th Birthday 
Splendor in the Grass ,Beautiful Thing 
Splendor in the Grass ,Girl on the Bridge
My Tutor ,French Lieutenant's Woman
My Tutor ,Camera Buff (Amator) 
My Tutor ,Children Are Watching Us
My Tutor ,Return of Martin Guerre
My Tutor ,Honey (Miele) 
Key Largo ,High Sierra 
Key Largo ,Strangers on a Train 
Key Largo ,Drive 
Key Largo ,Angels with Dirty Faces 
For All Mankind ,Dancemaker 
For All Mankind ,Regret to Inform 
For All Mankind ,Little Dieter Needs to Fly 
For All Mankind ,First Position 
For All Mankind ,Amanda Knox 
Born Yesterday ,Andrew Dice Clay: Dice Rules 
Born Yesterday ,Night Shift 
Born Yesterday ,Joe Dirt 2: Beautiful Loser 
Born Yesterday ,I'm Starting From Three (Ricomincio da Tre) 
Born Yesterday ,My Boyfriend's Back 
Birdy ,Human Condition I
Birdy ,Boy in the Striped Pajamas
Birdy ,Ashes and Diamonds (Popiól i diament) 
Birdy ,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) 
Birdy ,Gardens of Stone 
Blood Feast ,Eyes Without a Face (Yeux sans visage
Blood Feast ,Black Sabbath (Tre volti della paura
Blood Feast ,Loved Ones
Blood Feast ,Lord of Illusions 
Blood Feast ,Bones 
"Charlie, the Lonesome Cougar ",Little Vampire
"Charlie, the Lonesome Cougar ",Spy Kids 2: The Island of Lost Dreams 
"Charlie, the Lonesome Cougar ",Benji 
"Charlie, the Lonesome Cougar ",Amazing Panda Adventure
"Charlie, the Lonesome Cougar ",In Search of the Castaways 
Never Cry Wolf ,Snow Walker
Never Cry Wolf ,Fitzcarraldo 
Never Cry Wolf ,White Hunter
Never Cry Wolf ,Walkabout 
Never Cry Wolf ,Bounty
"Raisin in the Sun, A ",French Lieutenant's Woman
"Raisin in the Sun, A ",Camera Buff (Amator) 
"Raisin in the Sun, A ",Children Are Watching Us
"Raisin in the Sun, A ",Return of Martin Guerre
"Raisin in the Sun, A ",Honey (Miele) 
"Closer You Get, The ",I'll Be Home For Christmas 
"Closer You Get, The ",Guru
"Closer You Get, The ",Hard Promises 
"Closer You Get, The ",40 Days and 40 Nights 
"Closer You Get, The ",10 
Mission to Mars ,Guyver: Dark Hero 
Mission to Mars ,Boy and His Dog
Mission to Mars ,Robot Jox 
Mission to Mars ,Android 
Mission to Mars ,Angry Red Planet
"Ninth Gate, The ",Red Riding Hood 
"Ninth Gate, The ",Heartless 
"Ninth Gate, The ",Digging Up the Marrow 
"Ninth Gate, The ",It 
East-West (Est-ouest) ,Crazy/Beautiful 
East-West (Est-ouest) ,Memoirs of a Geisha 
East-West (Est-ouest) ,To Gillian on Her 37th Birthday 
East-West (Est-ouest) ,Beautiful Thing 
East-West (Est-ouest) ,Girl on the Bridge
Defending Your Life ,Price of Milk
Defending Your Life ,Arizona Dream 
Defending Your Life ,P.S. 
Defending Your Life ,Stranger than Fiction 
Breaking Away ,My Father the Hero (Mon père
Breaking Away ,Miracle on 34th Street 
Breaking Away ,Mrs. Doubtfire 
Breaking Away ,Liberal Arts 
Breaking Away ,Mental 
Hoosiers (a.k.a. Best Shot) ,Crazy/Beautiful 
Hoosiers (a.k.a. Best Shot) ,Memoirs of a Geisha 
Hoosiers (a.k.a. Best Shot) ,To Gillian on Her 37th Birthday 
Hoosiers (a.k.a. Best Shot) ,Beautiful Thing 
Hoosiers (a.k.a. Best Shot) ,Girl on the Bridge
Bull Durham ,Jalla! Jalla! 
Bull Durham ,Terminal
